id,co2,inoc,n.trt,rep,sow_date,rack,germ_date,thin_date,harvest_date,focal.area,tla,focal.biomass,leaf.biomass,chlor.biomass,stem.biomass,root.biomass,nodule.biomass,total.biomass,bvr,nmass.focal,nmass.nod,nmass.tl,nmass.tr,nmass.ts,nmass.chl,cmass.focal,cmass.nod,cmass.tl,cmass.tr,cmass.ts,cmass.chl,chlA.ugml,chlB.ugml,chlA.gml,chlB.gml,chlA.g,chlB.g,chlA.gm2,chlB.gm2,chlA.mmolm2,chlB.mmolm2,chl.marea,chlA.mmolg,chlB.mmolg,chl.mmolg,chl.mmolm2,chlA.chlB,disk.area,chl.leaf.area,tleaf,anet,anet.growth,gsw,gsw.growth,ci.ca,vcmax25,jmax25,jmax25.vcmax25,rd25,tpu,tleaf_wk6,anet_wk6,gsw_wk6,ci.ca_wk6,vcmax25_wk6,jmax25_wk6,jmax25.vcmax25_wk6,rd25_wk6,tpu_wk6,leaf.d13c,leaf.d15n,ref.15n,ndfa,chi,chi.assume,beta,marea,marea.chl,narea,narea.chl,p.rubisco,p.bioe,p.lightharv,p.photo,p.structure,pnue,pnue.growth,iwue,iwue.growth,narea.chi,vcmax.chi,stomlim,leaf.totaln,stem.totaln,root.totaln,root.totalc,nod.totaln,nod.totalc,wpn,cbg,ncost
a_y_630_108,amb,inoc,630,108,8/13/22,6t,8/19/22,8/23/22,10/2/22,31.4,430.61,0.157,1.913,0.158,1.071,3.276,0.04,6.458,1.076,0.0587,0.0496,0.0577,0.0234,0.0221,NA,0.4483,0.449,0.4446,0.4256,0.401,NA,4.3114,1.1569,4.31E-06,1.16E-06,4.31E-05,1.16E-05,0.143714222,0.038563444,0.160842321,0.042495558,62.6984127,0.002565333,6.78E-04,0.00324311,0.203337879,3.726695691,3,25.2,25.002,11.374,11.374,0.117,0.117,0.587,66.162,112.535,1.701,2.707,NA,25.032,20.657,0.293,0.674,102.882,177.089,1.721,2.707,11.134,-25.85,13.52,12.98,0,0.579350144,0.616091451,79.44222282,50,62.6984,2.934,3.6791,0.176,0.0305,0.0201,0.2266,0.0278,54.2727,54.2727,97.2137,97.2137,5.0643,114.2004,0.4061,0.1289,0.0236,0.0766,1.3942,0.002,0.018,0.2312,1.4122,6.1087
a_n_0_109,amb,no.inoc,0,109,8/13/22,6b,8/19/22,8/23/22,10/2/22,20.6,167.97,0.078,0.601,0.056,0.371,0.516,0.173,1.717,0.286,0.0361,0.0618,0.0337,0.0386,0.015,NA,0.4247,0.4408,0.4328,0.4233,0.3963,NA,2.0242,0.6324,2.02E-06,6.32E-07,2.02E-05,6.32E-06,0.067474333,0.021080667,0.075516036,0.023230153,38.88888889,0.001941841,5.97E-04,0.002539188,0.098746189,3.200768477,3,14.4,24.999,14.376,14.376,0.14,0.14,0.561,87.779,149.242,1.7,2.767,8.609,25.007,13.085,0.153,0.63,72.337,125.36,1.733,2.767,8.163,-25.79,-1.16,1.36,86.37532134,0.576577323,0.613316367,77.64695036,37.8641,38.8889,1.3684,1.4054,0.5007,0.0867,0.0255,0.6129,0.0405,147.079,147.079,102.6857,102.6857,2.3733,152.2415,0.4519,0.0251,0.0056,0.0199,0.2184,0.0107,0.0763,0.0613,0.2947,4.8073
a_n_0_110,amb,no.inoc,0,110,8/13/22,1b,8/18/22,8/23/22,10/2/22,6.4,40.62,0.028,0.136,0.013,0.139,0.314,0,0.602,0.1,0.0122,NA,0.0126,0.0065,0.0052,NA,0.3784,NA,0.3766,0.3706,0.4119,NA,0,0.2785,0,2.79E-07,0,2.79E-06,0,0.015474444,0,0.017052293,39.39393939,0,4.33E-04,4.33E-04,0.017052293,0,1.8,3.3,25.003,1.569,1.569,0.017,0.017,0.624,5.932,15.502,2.613,-0.289,1.145,25.006,1.026,0.019,0.768,7.253,NA,NA,1.051,1.443,-27.96,1.36,1.36,0,0.677078692,0.713899752,184.7942449,43.75,39.3939,0.5342,0.481,0.0867,0.0231,0.0129,0.1226,0.1269,41.1204,41.1204,92.2941,92.2941,0.789,8.7612,0.3022,0.0022,7.00E-04,0.002,0.1164,0,0,0.005,0.1164,23.336
a_n_0_111,amb,no.inoc,0,111,8/13/22,4t,8/19/22,8/23/22,10/2/22,7,35.37,0.031,0.102,0.017,0.164,0.588,0,0.871,0.145,0.0124,NA,0.0151,0.0076,0.0061,NA,0.3831,NA,0.3926,0.3821,0.4074,NA,0,0.0293,0,2.93E-08,0,2.93E-07,0,0.001628889,0,0.001794978,43.58974359,0,4.12E-05,4.12E-05,0.001794978,0,1.8,3.9,24.986,1.832,1.832,0.027,0.027,0.714,9.801,21.273,2.17,0.68,NA,24.999,1.204,0.02,0.747,11.138,22.961,2.062,1.436,1.626,-28.21,-0.01,1.36,46.958012,0.688686023,0.725516557,205.7822226,44.2857,43.5897,0.5469,0.5383,0.1399,0.0309,0.0012,0.172,0.1261,46.8946,46.8946,67.8519,67.8519,0.7942,14.2314,0.2838,0.0021,0.001,0.0045,0.2247,0,0,0.0076,0.2247,29.5999
a_n_0_112,amb,no.inoc,0,112,8/13/22,2t,8/18/22,8/23/22,10/2/22,13.5,108.14,0.049,0.395,0.034,0.268,0.283,0.117,1.097,0.183,0.0472,0.0603,0.0372,0.0151,0.0162,NA,0.4279,0.462,0.4332,0.4029,0.4056,NA,2.3002,0.6827,2.30E-06,6.83E-07,2.30E-05,6.83E-06,0.076674333,0.022755667,0.085812507,0.025075944,35.05154639,0.00244818,7.15E-04,0.003163582,0.110888451,3.369461087,3,9.7,25.025,19.113,19.113,0.215,0.215,0.605,103.735,179.573,1.731,2.522,10.673,25.007,11.049,0.171,0.715,54.714,94.672,1.73,2.522,6.109,-25.24,-0.94,1.36,78.83461868,0.551175706,0.58789402,63.07731983,36.2963,35.0515,1.715,1.6562,0.4721,0.0833,0.0243,0.5797,0.0305,156.0245,156.0245,88.8977,88.8977,3.1115,188.2068,0.398,0.0186,0.0043,0.0043,0.114,0.0071,0.0541,0.0343,0.1681,4.9038
a_n_35_113,amb,no.inoc,35,113,8/13/22,3t,8/18/22,8/23/22,10/2/22,4.5,34.19,0.018,0.089,0.012,0.124,0.358,0,0.583,0.097,0.0287,NA,0.0246,0.0249,0.0077,NA,0.3908,NA,0.4129,0.3785,0.3989,NA,0.0547,0.0376,5.47E-08,3.76E-08,5.47E-07,3.76E-07,0.004555278,0.003133056,0.005098183,0.003452517,36.36363636,1.40E-04,9.49E-05,2.35E-04,0.0085507,1.453940952,1.2,3.3,25,8.35,8.35,0.15,0.15,0.752,32.525,61.813,1.9,0.177,4.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.43,16.4,13.3,0,0.698905417,0.73574429,226.6360909,40,36.3636,1.1464,1.0422,0.2214,0.0429,0.003,0.2673,0.0522,101.9714,101.9714,55.6667,55.6667,1.6403,46.5371,0.2099,0.003,0.001,0.0089,0.1355,0,0,0.0129,0.1355,10.4737
a_n_35_114,amb,no.inoc,35,114,8/13/22,6t,8/19/22,8/23/22,10/2/22,8.5,76.53,0.041,0.288,0.027,0.261,0.801,0,1.377,0.23,0.013,NA,0.0382,0.008,0.0054,NA,0.3805,NA,0.3907,0.4018,0.4186,NA,0,0.0806,0,8.06E-08,0,8.06E-07,0,0.004742941,0,0.005226554,45.76271186,0,1.14E-04,1.14E-04,0.005226554,0,1.7,5.9,24.998,3.396,3.396,0.051,0.051,0.72,17.354,35.823,2.064,1.156,NA,25.008,4.147,0.046,0.625,23.19,45.564,1.965,1.156,NA,-27.87,5.24,13.3,54.24869594,0.672901513,0.709719165,177.8651772,48.2353,45.7627,0.6251,0.5931,0.2167,0.0456,0.0032,0.2654,0.1242,76.0547,76.0547,66.5882,66.5882,0.929,25.7898,0.258,0.0119,0.0014,0.0064,0.3218,0,0,0.0197,0.3218,16.3484
a_n_35_115,amb,no.inoc,35,115,8/13/22,4b,8/18/22,8/23/22,10/2/22,5.1,29.6,0.018,0.068,0.01,0.105,0.185,0,0.368,0.061,0.0239,NA,0.0278,0.0098,0.0094,NA,0.3865,NA,0.4164,0.351,0.4036,NA,0.0263,0.0978,2.63E-08,9.78E-08,2.63E-07,9.78E-07,0.002191389,0.008147778,0.002452562,0.008978564,24.3902439,1.01E-04,3.68E-04,4.69E-04,0.011431127,0.268955407,1.2,4.1,24.99,3.504,3.504,0.057,0.057,0.736,17.087,33.247,1.946,1.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.82,11.33,13.3,13.25929665,0.717032993,0.75388666,270.2313784,35.2941,24.3902,0.8439,0.5832,0.158,0.0313,0.0071,0.1965,0.0596,58.1313,58.1313,61.4737,61.4737,1.1769,23.8301,0.2418,0.0026,0.001,0.0018,0.0649,0,0,0.0054,0.0649,12.1167
a_n_35_116,amb,no.inoc,35,116,8/13/22,2t,8/18/22,8/23/22,10/2/22,7.9,63.78,0.025,0.19,0.017,0.234,0.361,0,0.802,0.134,0.0383,NA,0.0289,0.0113,0.0101,NA,0.4132,NA,0.4083,0.3698,0.3908,NA,0.262,0.3568,2.62E-07,3.57E-07,2.62E-06,3.57E-06,0.014553889,0.019822778,0.016288445,0.021844003,31.48148148,5.17E-04,6.94E-04,0.001211266,0.038132449,0.734200275,1.8,5.4,25.021,11.899,11.899,0.213,0.213,0.747,54.64,101.24,1.853,2.094,6.531,24.992,9.226,0.102,0.616,52.606,94.719,1.801,2.094,6.292,-27.74,20.23,13.3,0,0.666869177,0.703681906,168.3878537,31.6456,31.4815,1.2114,1.2051,0.352,0.0665,0.0115,0.43,0.0357,137.5161,137.5161,55.8638,55.8638,1.8165,81.9351,0.2543,0.0071,0.0024,0.0041,0.1335,0,0,0.0135,0.1335,9.8666
a_n_70_117,amb,no.inoc,70,117,8/13/22,1t,8/18/22,8/23/22,10/2/22,13.7,148.99,0.049,0.501,0.032,0.3,0.529,0.06,1.422,0.237,0.0348,0.0427,0.0441,0.0121,0.0102,NA,0.4079,0.4535,0.4065,0.4274,0.4016,NA,0.9224,0.3212,9.22E-07,3.21E-07,9.22E-06,3.21E-06,0.030745889,0.010707778,0.034410235,0.011799594,35.16483516,9.79E-04,3.36E-04,0.001314092,0.046209829,2.871360382,3,9.1,27.485,11.366,11.366,0.122,0.122,0.603,64.051,107.676,1.681,2.211,7.652,25.02,12.151,0.29,0.8,53.065,102.821,1.938,2.211,7.181,-27.29,20.53,26.21,20.45556856,0.646000464,0.682796162,139.8330511,35.7664,35.1648,1.244,1.223,0.4019,0.0688,0.0137,0.4845,0.0412,127.9177,127.9177,93.1639,93.1639,1.9256,99.1501,0.4002,0.0249,0.003,0.0064,0.2261,0.0026,0.0272,0.0369,0.2533,6.8583
a_n_70_118,amb,no.inoc,70,118,8/13/22,5t,8/18/22,8/23/22,10/2/22,18.3,176.29,0.071,0.673,0.026,0.355,0.694,0.113,1.861,0.31,0.0482,0.0642,0.0333,0.0118,0.0117,NA,0.4219,0.4559,0.4355,0.4105,0.4118,NA,0.3727,0.2061,3.73E-07,2.06E-07,3.73E-06,2.06E-06,0.020704259,0.011448519,0.023171827,0.012615864,40.625,5.70E-04,3.11E-04,8.81E-04,0.035787692,1.808466242,1.8,6.4,25.021,18.694,18.694,0.338,0.338,0.737,84.17,144.522,1.717,2.344,8.855,25,8.475,0.154,0.755,40.337,78.567,1.948,2.344,NA,-28.23,11.92,26.21,51.46304133,0.689614868,0.726446159,207.5804537,38.7978,40.625,1.8697,1.9577,0.3514,0.0615,0.0066,0.4195,0.0307,139.98,139.98,55.3077,55.3077,2.7112,122.0536,0.2658,0.0271,0.0041,0.0082,0.2849,0.0073,0.0515,0.0467,0.3364,7.2061
a_n_70_119,amb,no.inoc,70,119,8/13/22,3t,8/18/22,8/23/22,10/2/22,10.9,116.11,0.036,0.389,0.025,0.306,0.532,0.062,1.314,0.219,0.0286,0.0439,0.0267,0.0097,0.009,NA,0.3929,0.4446,0.4135,0.4078,0.4044,NA,0.2279,0.1395,2.28E-07,1.40E-07,2.28E-06,1.40E-06,0.009497083,0.005812917,0.010628961,0.00640563,33.33333333,3.19E-04,1.92E-04,5.11E-04,0.017034591,1.633789692,2.4,7.5,25,4.112,4.112,0.056,0.056,0.691,18.701,39.027,2.087,0.468,NA,25.004,6.448,0.113,0.749,26.087,52.078,1.996,0.468,3.477,-28.87,25.94,26.21,0.972359773,0.719358094,0.756213658,276.5305417,33.0275,33.3333,0.9456,0.9543,0.1544,0.0328,0.0065,0.1937,0.0485,60.8813,60.8813,73.4286,73.4286,1.3145,25.9968,0.2799,0.0121,0.0028,0.0052,0.2169,0.0027,0.0276,0.0228,0.2445,10.7319
a_n_70_120,amb,no.inoc,70,120,8/13/22,5b,8/18/22,8/23/22,10/2/22,9.2,83.19,0.036,0.276,0.026,0.255,0.614,0,1.171,0.195,0.0343,NA,0.042,0.0093,0.0072,NA,0.4006,NA,0.4002,0.3874,0.4032,NA,0.5616,0.2807,5.62E-07,2.81E-07,5.62E-06,2.81E-06,0.023399306,0.011694861,0.026188074,0.012887325,33.76623377,7.76E-04,3.82E-04,0.001157233,0.039075399,2.000819448,2.4,7.7,25.011,9.351,9.351,0.185,0.185,0.77,43.731,79.066,1.808,2.246,NA,25.01,7.705,0.135,0.748,39.664,74.477,1.878,2.246,4.89,-28.19,26.21,26.21,0,0.687757217,0.724586992,204.002516,39.1304,33.7662,1.3414,1.1575,0.2544,0.0469,0.0123,0.3136,0.0433,97.5957,97.5957,50.5459,50.5459,1.9504,63.5849,0.2336,0.0137,0.0018,0.0057,0.2379,0,0,0.0213,0.2379,11.1827
a_n_105_121,amb,no.inoc,105,121,8/13/22,2b,8/18/22,8/23/22,10/2/22,10.8,132.03,0.037,0.45,0.025,0.299,0.354,0,1.128,0.188,0.0438,NA,0.0296,0.0098,0.0122,NA,0.427,NA,0.4196,0.3825,0.3939,NA,0.765,0.3353,7.65E-07,3.35E-07,7.65E-06,3.35E-06,0.031874167,0.013970833,0.035672983,0.015395367,32.89473684,0.001084459,4.68E-04,0.001552478,0.051068349,2.281479272,2.4,7.6,25.014,13.736,13.736,0.275,0.275,0.766,57.965,110.747,1.911,1.328,7.617,25.005,7.931,0.156,0.772,34.181,65.166,1.907,1.328,NA,-28.35,29.94,30.45,1.593376552,0.695188738,0.732024578,218.7725017,34.2593,32.8947,1.5009,1.4411,0.3014,0.0587,0.0129,0.373,0.0322,128.1259,128.1259,49.9491,49.9491,2.159,83.3802,0.2292,0.016,0.0037,0.0035,0.1354,0,0,0.0232,0.1354,5.8426
a_n_105_122,amb,no.inoc,105,122,8/13/22,6b,8/18/22,8/23/22,10/2/22,13.6,169.41,0.06,0.69,0.029,0.446,0.881,0.159,2.205,0.368,0.0285,0.0404,0.0309,0.0093,0.0105,NA,0.4173,0.4494,0.4095,0.3922,0.4022,NA,0.8406,0.3842,8.41E-07,3.84E-07,8.41E-06,3.84E-06,0.028019111,0.012808222,0.031358475,0.01411421,35.36585366,8.87E-04,3.99E-04,0.001285779,0.045472685,2.187587834,3,8.2,25.017,12.58,12.58,0.16,0.16,0.658,67.183,120.412,1.792,2.865,7.342,25.008,7.844,0.165,0.784,40.58,74.085,1.826,2.865,NA,-27.21,9.56,30.45,65.26595329,0.642292492,0.679085164,135.363639,44.1176,35.3659,1.2582,1.0086,0.4167,0.0761,0.0164,0.5092,0.0545,139.9738,139.9738,78.625,78.625,1.959,104.5988,0.3492,0.0239,0.0047,0.0082,0.3455,0.0064,0.0715,0.0432,0.417,9.6561
a_n_105_123,amb,no.inoc,105,123,8/13/22,5t,8/18/22,8/23/22,10/2/22,14.7,192.84,0.054,0.746,0.072,0.475,0.938,0.061,2.292,0.382,0.0376,0.0591,0.0257,0.0094,0.0094,NA,0.4071,0.4446,0.4247,0.4149,0.4095,NA,1.245,0.4604,1.24E-06,4.60E-07,1.24E-05,4.60E-06,0.041499667,0.015346333,0.046445666,0.016911119,50.34965035,9.22E-04,3.36E-04,0.001258336,0.063356785,2.704207303,3,14.3,25.007,12.973,12.973,0.178,0.178,0.679,63.687,121.005,1.9,2.066,8.036,25.015,14.37,0.191,0.668,69.65,129.722,1.862,2.066,8.469,-27.75,25.48,30.45,15.52761072,0.667333146,0.704146253,169.0955185,36.7347,50.3497,1.3794,1.8906,0.3604,0.0698,0.0122,0.4423,0.0385,131.6686,131.6686,72.882,72.882,2.067,95.4351,0.3162,0.0239,0.0045,0.0088,0.3892,0.0036,0.0271,0.0407,0.4163,10.2191
a_n_105_124,amb,no.inoc,105,124,8/13/22,5b,8/18/22,8/23/22,10/2/22,14.8,162.67,0.056,0.6,0.038,0.37,0.736,0,1.744,0.291,0.0345,NA,0.0331,0.009,0.0083,NA,0.3943,NA,0.4023,0.3746,0.3752,NA,0.3645,0.1619,3.64E-07,1.62E-07,3.64E-06,1.62E-06,0.020248519,0.008992037,0.02266177,0.009908908,44.18604651,5.13E-04,2.24E-04,7.37E-04,0.032570679,2.251827749,1.8,8.6,25.021,14.446,14.446,0.248,0.248,0.728,64.523,116.118,1.8,1.921,8.007,25.009,8.454,0.101,0.645,46.142,81.756,1.772,1.921,5.655,-27.4,30.96,30.45,0,0.651099922,0.687899781,146.2581902,37.8378,44.186,1.3073,1.5266,0.3852,0.0706,0.0078,0.4636,0.0424,154.7039,154.7039,58.25,58.25,2.0078,99.0985,0.2551,0.0231,0.0031,0.0066,0.2757,0,0,0.0328,0.2757,8.4119
a_n_140_125,amb,no.inoc,140,125,8/13/22,1t,8/19/22,8/23/22,10/2/22,19.6,194.63,0.075,0.638,0.057,0.509,0.626,0,1.83,0.305,0.0456,NA,0.0559,0.0145,0.0141,NA,0.4186,NA,0.4385,0.3991,0.3991,NA,1.3396,0.4123,1.34E-06,4.12E-07,1.34E-05,4.12E-06,0.044653222,0.013742444,0.049975067,0.01514369,39.58333333,0.001262528,3.83E-04,0.001645105,0.065118757,3.249292541,3,14.4,26.5,20.238,20.238,0.47,0.47,0.784,84.238,153.307,1.82,2.789,10.236,25.006,17.92,0.264,0.695,81.546,149.908,1.838,2.789,9.821,-27.83,29.45,30.5175,3.328137178,0.671045238,0.707861375,174.8839561,38.2653,39.5833,1.746,1.8062,0.3765,0.0698,0.0131,0.4595,0.0322,162.2706,162.2706,43.0596,43.0596,2.602,125.5325,0.1917,0.0417,0.0072,0.0091,0.2498,0,0,0.058,0.2498,4.3105
a_n_140_126,amb,no.inoc,140,126,8/13/22,4t,8/19/22,8/23/22,10/2/22,17,279.75,0.064,1.076,0.057,0.608,0.927,0.014,2.682,0.447,0.0536,0.0576,0.0396,0.0155,0.0161,NA,0.4343,0.448,0.4502,0.4161,0.3983,NA,1.8731,0.5823,1.87E-06,5.82E-07,1.87E-05,5.82E-06,0.062437333,0.019409667,0.069878718,0.02138877,41.60583942,0.001679541,5.14E-04,0.002193622,0.091267488,3.216816363,3,13.7,25.014,20.076,20.076,0.429,0.429,0.769,83.68,151.904,1.815,1.569,NA,25.009,14.247,0.171,0.633,73.093,131.92,1.805,1.569,8.436,-27.36,29.61,30.5175,2.829306313,0.64924544,0.686043786,143.8832275,37.6471,41.6058,2.016,2.228,0.324,0.0599,0.0149,0.3988,0.0273,139.4167,139.4167,46.7972,46.7972,3.1051,128.8881,0.2301,0.049,0.0098,0.0144,0.3857,8.00E-04,0.0063,0.074,0.392,5.2968
a_n_140_127,amb,no.inoc,140,127,8/13/22,4b,8/18/22,8/23/22,10/2/22,11.6,151.85,0.043,0.626,0.035,0.389,0.799,0,1.849,0.308,0.0382,NA,0.0233,0.0093,0.0088,NA,0.4124,NA,0.4139,0.396,0.3978,NA,0.98,0.3644,9.80E-07,3.64E-07,9.80E-06,3.64E-06,0.032665111,0.012146222,0.036558193,0.013384709,33.98058252,0.001075855,3.94E-04,0.001469748,0.049942902,2.689322698,3,10.3,25.017,10.056,10.056,0.17,0.17,0.736,49.121,91.994,1.873,2.568,6.414,24.997,9.004,0.09,0.579,56.564,96.015,1.697,2.568,6.359,-27.57,30.39,30.5175,0.397505846,0.658983171,0.695789464,156.8705701,37.069,33.9806,1.4164,1.2984,0.2707,0.0517,0.014,0.3363,0.038,99.3953,99.3953,59.1529,59.1529,2.1494,74.5406,0.2638,0.0176,0.0034,0.0075,0.3164,0,0,0.0285,0.3164,11.1012
a_n_140_128,amb,no.inoc,140,128,8/13/22,2t,8/19/22,8/23/22,10/2/22,16.3,202.38,0.057,0.643,0.038,0.393,0.535,0.014,1.623,0.271,0.0497,0.0615,0.0363,0.0142,0.0165,NA,0.4245,0.4412,0.4321,0.4281,0.3859,NA,1.3486,0.62,1.35E-06,6.20E-07,1.35E-05,6.20E-06,0.044954778,0.020666556,0.050312563,0.022773817,35.18518519,0.001429936,6.47E-04,0.002077192,0.073086379,2.175242878,3,10.8,25.018,15.356,15.356,0.272,0.272,0.73,68.896,131.457,1.908,2.172,NA,25.008,9.008,0.141,0.719,44.487,84.161,1.892,2.172,6.11,-28.5,32.62,30.5175,0,0.702158013,0.73899954,233.7966777,34.9693,35.1852,1.738,1.7487,0.3094,0.0602,0.0152,0.3848,0.0286,123.6979,123.6979,56.4559,56.4559,2.4752,98.1204,0.2541,0.028,0.0065,0.0076,0.229,9.00E-04,0.0062,0.043,0.2352,5.4681
a_n_210_129,amb,no.inoc,210,129,8/13/22,1b,8/19/22,8/23/22,10/2/22,22.8,349.31,0.097,1.218,0.081,1.017,0.869,0,3.185,0.531,0.0463,NA,0.0363,0.0126,0.0153,NA,0.4217,NA,0.4409,0.4255,0.3963,NA,1.6458,0.463,1.65E-06,4.63E-07,1.65E-05,4.63E-06,0.054860111,0.015433222,0.06139843,0.017006868,42.40837696,0.00144779,4.01E-04,0.001848816,0.078405298,3.55467642,3,19.1,25.038,19.026,19.026,0.309,0.309,0.703,95.33,173.538,1.82,3.524,11.359,25.036,17.641,0.28,0.705,86.202,149.327,1.732,3.524,NA,-27.91,33.31,31.92,0,0.674757942,0.711577108,180.9063097,42.5439,42.4084,1.9698,1.9635,0.3777,0.0701,0.0145,0.4623,0.0331,135.2252,135.2252,61.5728,61.5728,2.9192,141.2803,0.3197,0.0525,0.0156,0.0109,0.3698,0,0,0.079,0.3698,4.6809
a_n_210_130,amb,no.inoc,210,130,8/13/22,6t,8/18/22,8/23/22,10/2/22,20.1,362.56,0.073,1.536,0.071,0.782,1.352,0,3.741,0.624,0.0479,NA,0.0422,0.0123,0.0121,NA,0.4258,NA,0.42,0.4139,0.4048,NA,1.8365,0.5982,1.84E-06,5.98E-07,1.84E-05,5.98E-06,0.061218333,0.019941667,0.068514436,0.021975015,54.19847328,0.00126414,4.05E-04,0.001669594,0.09048945,3.069870455,3,13.1,25.05,19.739,19.739,0.448,0.448,0.781,84.205,156.506,1.859,2.354,9.847,25.014,14.358,0.25,0.735,66.993,126.445,1.887,2.354,8.383,-26.58,31.33,31.92,1.762377716,0.613113509,0.649882369,105.3254586,36.3184,54.1985,1.7386,2.5945,0.378,0.0716,0.0127,0.4623,0.0301,158.9509,158.9509,44.0603,44.0603,2.8356,137.34,0.2248,0.0717,0.0094,0.0166,0.5596,0,0,0.0977,0.5596,5.729
a_n_210_131,amb,no.inoc,210,131,8/13/22,2b,8/18/22,8/23/22,10/2/22,29.6,372.93,0.131,1.327,0.088,0.958,1.053,0,3.426,0.571,0.0497,NA,0.0426,0.0168,0.0186,NA,0.442,NA,0.4508,0.4402,0.3973,NA,2.4873,0.6966,2.49E-06,6.97E-07,2.49E-05,6.97E-06,0.082909889,0.023220778,0.092791227,0.02558848,40.74074074,0.002277603,6.28E-04,0.002905684,0.118379706,3.570504385,3,21.6,25.057,19.145,19.145,0.289,0.289,0.692,90.791,166.558,1.835,2.282,11.047,25.028,19.061,0.508,0.808,79.154,143.409,1.812,2.282,9.569,-26.51,30.49,31.92,4.271525652,0.609873731,0.646639947,102.4785036,44.2568,40.7407,2.2,2.0252,0.3221,0.0602,0.0213,0.4036,0.0313,121.8316,121.8316,66.2457,66.2457,3.6073,148.8685,0.3091,0.0674,0.0178,0.0176,0.4635,0,0,0.1029,0.4635,4.5051
a_n_210_132,amb,no.inoc,210,132,8/13/22,4b,8/18/22,8/23/22,10/2/22,17.3,283.22,0.073,1.098,0.1,0.594,1.354,0,3.146,0.524,0.0449,NA,0.0334,0.0117,0.0114,NA,0.4279,NA,0.4396,0.4056,0.4024,NA,2.0114,0.6175,2.01E-06,6.18E-07,2.01E-05,6.18E-06,0.067047556,0.020584111,0.075038394,0.022682966,46.72897196,0.001605822,4.85E-04,0.002091237,0.09772136,3.257248039,3,21.4,25.025,17.048,17.048,0.328,0.328,0.751,78.822,144.323,1.831,2.936,9.468,25.035,14.936,0.32,0.779,67.166,133.241,1.984,2.936,8.959,-27.74,32.55,31.92,0,0.666869177,0.703681906,168.3878537,42.1965,46.729,1.8934,2.0967,0.3249,0.0606,0.0169,0.4025,0.0341,126.0575,126.0575,51.9756,51.9756,2.8392,118.1971,0.2621,0.0445,0.0068,0.0158,0.5492,0,0,0.0671,0.5492,8.1901
a_n_280_133,amb,no.inoc,280,133,8/13/22,1b,8/18/22,8/23/22,10/2/22,24.2,587.59,0.106,2.508,0.111,1.467,2.568,0,6.654,1.109,0.0462,NA,0.0319,0.0169,0.0168,NA,0.4347,NA,0.4312,0.4467,0.3936,NA,2.8535,0.8236,2.85E-06,8.24E-07,2.85E-05,8.24E-06,0.092046989,0.026567849,0.103017302,0.029276835,44.57831325,0.002310929,6.57E-04,0.002967679,0.132294137,3.464600678,3.1,24.9,24.993,13.852,13.852,0.158,0.158,0.594,84.932,132.193,1.556,3.924,NA,25,16.048,0.242,0.7,86.87,153.751,1.77,4.716,9.2,-26.22,25.49,24.65333333,0,0.596456756,0.633212023,91.5598661,43.8017,44.5783,2.0214,2.0573,0.3279,0.052,0.0234,0.4033,0.0336,95.9353,95.9353,87.6709,87.6709,3.3891,142.3942,0.426,0.09,0.0246,0.0434,1.1472,0,0,0.158,1.1472,7.2606
a_n_280_134,amb,no.inoc,280,134,8/13/22,1t,8/19/22,8/23/22,10/2/22,30.2,499.69,0.137,2.273,0.127,1.207,1.831,0,5.438,0.906,0.052,NA,0.0673,0.0183,0.0177,NA,0.4473,NA,0.4408,0.4311,0.4116,NA,3.2612,0.83,3.26E-06,8.30E-07,3.26E-05,8.30E-06,0.105201505,0.026773978,0.117739595,0.029503982,48.47328244,0.002428959,6.09E-04,0.003037623,0.147243577,3.929244412,3.1,26.2,27.691,19.609,19.609,0.212,0.212,0.589,113.095,180.111,1.593,3.454,11.845,25.031,29.622,0.676,0.769,131.955,244.998,1.857,3.454,14.416,-26.49,23.95,24.65333333,2.683368836,0.608948166,0.645713627,101.6808969,45.3642,48.4733,2.3585,2.5201,0.3743,0.0607,0.0212,0.4562,0.0302,116.3992,116.3992,92.4953,92.4953,3.8731,185.7219,0.4217,0.1667,0.0213,0.0335,0.7893,0,0,0.2216,0.7893,3.5626
a_n_280_135,amb,no.inoc,280,135,8/13/22,6b,8/18/22,8/23/22,10/2/22,29.9,527.47,0.13,2.167,0.112,1.565,2.015,0.101,5.96,0.993,0.0472,0.0555,0.0298,0.0146,0.0141,NA,0.4357,0.4484,0.4298,0.439,0.4004,NA,2.8039,0.6814,2.80E-06,6.81E-07,2.80E-05,6.81E-06,0.093461778,0.022712556,0.104600707,0.025028437,44.97991968,0.002325498,5.56E-04,0.002881934,0.129629144,4.114982902,3,24.9,25.046,19.372,19.372,0.298,0.298,0.69,93.844,154.607,1.647,2.778,9.827,25.044,24.332,0.536,0.767,107.077,190.583,1.78,2.778,11.618,-26.58,25.69,24.65333333,0,0.613113509,0.649882369,105.3254586,43.4783,44.9799,2.0504,2.1213,0.3572,0.06,0.0222,0.4394,0.0328,132.2685,132.2685,65.0067,65.0067,3.3443,153.0614,0.3136,0.0761,0.0221,0.0295,0.8846,0.0056,0.0453,0.1332,0.9299,6.98
